key,原文,译文
Root/TooltipSkillGuardingRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement][color=""lime""]+[x]%[/color] Security during camping.",
Root/SkillHeavySleeper,Heavy Sleeper,
Root/SkillHeavySleeperDescription,"During camping, you become fully rested by only resting 1 shift.",
Root/TooltipSkillHeavySleeperRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillHunting,Hunting,
Root/SkillHuntingDescription,Increases the chance of hunting success and the meat brough back.,
Root/SkillHuntingRank1,"Bring back [color=""orange""][x] - [x1][/color] [y]",
Root/SkillHuntingRank2,"Bring back [color=""orange""][x] - [x1][/color] [y]",
Root/SkillHuntingRank3,"Bring back [color=""orange""][x] - [x1][/color] [y]",
Root/SkillHuntingRank4,"Bring back [color=""orange""][x] - [x1][/color] [y]",
Root/SkillHuntingRank5,"Bring back [color=""orange""][x] - [x1][/color] [y]",
Root/TooltipSkillHuntingRank1,"[size=""16""][NameSkill] Rank 1[/size]\nBring back [color=""lime""][x] - [x1][/color] [y] during camping.",
Root/TooltipSkillHuntingRank2,"[size=""16""][NameSkill] Rank 2[/size]\nBring back [color=""lime""][x] - [x1][/color] [y] during camping.",
Root/TooltipSkillHuntingRank3,"[size=""16""][NameSkill] Rank 3[/size]\nBring back [color=""lime""][x] - [x1][/color] [y] during camping.",
Root/TooltipSkillHuntingRank4,"[size=""16""][NameSkill] Rank 4[/size]\nBring back [color=""lime""][x] - [x1][/color] [y] during camping.",
Root/TooltipSkillHuntingRank5,"[size=""16""][NameSkill] Rank 5[/size]\nBring back [color=""lime""][x] - [x1][/color] [y] during camping.",
Root/SkillPreserving,Preserving,
Root/SkillPreservingDescription,Converts Meat into Rations.,
Root/SkillPreservingRank1,"Convert [color=""orange""][x][/color] Meat into Rations",
Root/SkillPreservingRank2,"Convert [color=""orange""][x][/color] Meat into Rations",
Root/SkillPreservingRank3,"Convert [color=""orange""][x][/color] Meat into Rations",
Root/SkillPreservingRank4,"Convert [color=""orange""][x][/color] Meat into Rations",
Root/SkillPreservingRank5,"Convert [color=""orange""][x][/color] Meat into Rations",
Root/TooltipSkillPreservingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]Converts [color=""lime""][x][/color] Meat into Rations.",
Root/TooltipSkillPreservingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]Converts [color=""lime""][x][/color] Meat into Rations.",
Root/TooltipSkillPreservingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]Converts [color=""lime""][x][/color] Meat into Rations.",
Root/TooltipSkillPreservingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Converts [color=""lime""][x][/color] Meat into Rations.",
Root/TooltipSkillPreservingRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement]Converts [color=""lime""][x][/color] Meat into Rations.",
Root/SkillRepairing,Repairing,
Root/SkillRepairingDescription,"Spend less resources repairing damaged items, and get more back when deconstructing.",
Root/SkillRepairingRank1,"Can repair damaged items, [color=""orange""]+[y]%[/color] resources from deconstructing",
Root/SkillRepairingRank2,"[color=""orange""]-[x]%[/color] resource cost, [color=""orange""]+[y]%[/color] resources from deconstructing",
Root/SkillRepairingRank3,"[color=""orange""]-[x]%[/color] resource cost, [color=""orange""]+[y]%[/color] resources from deconstructing",
Root/SkillRepairingRank4,"[color=""orange""]-[x]%[/color] resource cost, [color=""orange""]+[y]%[/color] resources from deconstructing",
Root/SkillRepairingRank5,"[color=""orange""]-[x]%[/color] resource cost, [color=""orange""]+[y]%[/color] resources from deconstructing",
Root/TooltipSkillRepairingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]Unlocks the ability to repair damaged items. Get [y]% more resources back when deconstructing items.",
Root/TooltipSkillRepairingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]Spend [color=""lime""][x]%[/color] less resources when repairing items. Get [color=""lime""][y]%[/color] resources back when deconstructing items.",
Root/TooltipSkillRepairingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]Spend [color=""lime""][x]%[/color] less resources when repairing items. Get [color=""lime""][y]%[/color] resources back when deconstructing items.",
Root/TooltipSkillRepairingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Spend [color=""lime""][x]%[/color] less resources when repairing items. Get [color=""lime""][y]%[/color] resources back when deconstructing items.",
Root/TooltipSkillRepairingRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement]Spend [color=""lime""][x]%[/color] less resources when repairing items. Get [color=""lime""][y]%[/color] resources back when deconstructing items.",
Root/SkillScouting,Scouting,
Root/SkillScoutingDescription,Grants a chance to discover resources on the campaign map when you camp.,
Root/SkillScoutingRank1,"[color=""orange""][x]%[/color] chance to discover resources",
Root/SkillScoutingRank2,"[color=""orange""][x]%[/color] chance to discover resources",
Root/SkillScoutingRank3,"[color=""orange""][x]%[/color] chance to discover resources",
Root/SkillScoutingRank4,"[color=""orange""][x]%[/color] chance to discover resources",
Root/SkillScoutingRank5,"[color=""orange""][x]%[/color] chance to discover resources",
Root/TooltipSkillScoutingRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][color=""lime""]+[x]%[/color] chance to discover resources",
Root/TooltipSkillScoutingRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement][color=""lime""]+[x]%[/color] chance to discover resources",
Root/TooltipSkillScoutingRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement][color=""lime""]+[x]%[/color] chance to discover resources",
Root/TooltipSkillScoutingRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement][color=""lime""]+[x]%[/color] chance to discover resources",
Root/TooltipSkillScoutingRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement][color=""lime""]+[x]%[/color] chance to discover resources",
Root/SkillTinker,Tinker,
Root/SkillTinkerDescription,Unlocks the ability to build new traps and throwable or consumable items.,
Root/SkillTinkerRank1,"Build [color=""orange""]Tier 1[/color] items",
Root/SkillTinkerRank2,"Build [color=""orange""]Tier 2[/color] items",
Root/SkillTinkerRank3,"Build [color=""orange""]Tier 3[/color] items",
Root/SkillTinkerRank4,"Build [color=""orange""]Tier 4[/color] items",
Root/SkillTinkerRank5,"Build [color=""orange""]Tier 5[/color] items",
Root/TooltipSkillTinkerRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]Unlocks Tier 1 craftable items.",
Root/TooltipSkillTinkerRank2,"[size=""16""][NameSkill] Rank 2[/size]\n[requirement]Unlocks Tier 2 craftable items.",
Root/TooltipSkillTinkerRank3,"[size=""16""][NameSkill] Rank 3[/size]\n[requirement]Unlocks Tier 3 craftable items.",
Root/TooltipSkillTinkerRank4,"[size=""16""][NameSkill] Rank 4[/size]\n[requirement]Unlocks Tier 4 craftable items.",
Root/TooltipSkillTinkerRank5,"[size=""16""][NameSkill] Rank 5[/size]\n[requirement]Unlocks Tier 5 craftable items.",
Root/SkillAdrenalineJunkie,Adrenaline Junkie,
Root/SkillAdrenalineJunkieDescription,"Grants [color=""lime""]+30%[/color] [color=""lightblue""]Melee Damage[/color] when [color=""lightblue""]Hitpoints[/color] are below 20%",
Root/SkillAdrenalineJunkieRank1,"[color=""orange""]+30%[/color] Melee Damage when below 20% HP",
Root/TooltipSkillAdrenalineJunkieRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillAvenger,Avenger,
Root/SkillAvengerDescription,"Grants [color=""lime""]+10%[/color] [color=""lightblue""]Damage[/color] on enemies that have downed any ally.",
Root/SkillAvengerRank1,"[color=""orange""]+10%[/color] Damage when avenging ally",
Root/TooltipSkillAvengerRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillBackstabber,Backstabber,
Root/SkillBackstabberDescription,"Grants [color=""lime""]+20%[/color] [color=""lightblue""]Damage[/color] vs. [color=""yellow""]Harried[/color] enemies.",
Root/SkillBackstabberRank1,"[color=""lime""]+20%[/color] Damage vs. Harried enemies",
Root/TooltipSkillBackstabberRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillBloodThirsty,Blood Thirsty,
Root/SkillBloodThirstyDescription,"Grants [color=""lime""]+10%[/color] Damage for 1 turn after every kill.",
Root/SkillBloodThirstyRank1,"[color=""orange""]+10%[/color] Damage after a kill",
Root/TooltipSkillBloodThirstyRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillDodge,Dodge,
Root/SkillDodgeDescription,"Halves enemy [color=""lightblue""]Critical Chance[/color].",
Root/SkillDodgeRank1,"[color=""orange""]-50%[/color] enemy Critical Chance",
Root/TooltipSkillDodgeRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillEvade,Evade,
Root/SkillEvadeDescription,"Grants [color=""lime""]+5[/color] percent-points [color=""lightblue""]Ranged Damage Reduction[/color].",
Root/SkillEvadeRank1,"[color=""orange""]+5[/color] Ranged Damage Reduction",
Root/TooltipSkillEvadeRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillFencer,Fencer,
Root/SkillFencerDescription,"[color=""lightblue""]Flanking Damage Multiplier[/color] is reduced by [color=""lime""]15[/color] percent-points against the character.",
Root/SkillFencerRank1,"[color=""orange""]-15[/color] enemy Flanking Damage Multiplier",
Root/TooltipSkillFencerRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillFortuneFavored,Fortune Favoured,
Root/SkillFortuneFavoredDescription,"Grants [color=""lime""]+3[/color] percent-points [color=""lightblue""]Critical Chance[/color] for all attacks.",
Root/SkillFortuneFavoredRank1,"[color=""orange""]+3[/color] Critical Chance",
Root/TooltipSkillFortuneFavoredRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement][DescriptionSkill]",
Root/SkillGoodPatient,Good Patient,
Root/SkillGoodPatientDescription,"Receive an extra [color=""lime""]+20%[/color] [color=""lightblue""]Hitpoints[/color] from Restore and Revive.",
Root/SkillGoodPatientRank1,"[color=""orange""]+20%[/color] Hitpoints from Restore and Revive",
Root/TooltipSkillGoodPatientRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillHardened,Hardened,
Root/SkillHardenedDescription,"Grants [color=""lime""]+10[/color] [color=""lightblue""]Hitpoints[/color].",
Root/SkillHardenedRank1,"[color=""orange""]+10[/color] Hitpoints",
Root/TooltipSkillHardenedRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillKeenEye,Keen Eye,
Root/SkillKeenEyeDescription,"Grants [color=""lime""]+50%[/color] [color=""lightblue""]Armour Piercing[/color] for all attacks.",
Root/SkillKeenEyeRank1,"[color=""orange""]+50%[/color] Armour Piercing",
Root/TooltipSkillKeenEyeRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillLoneWolf,Lone Wolf,
Root/SkillLoneWolfDescription,"Grants [color=""lime""]+10%[/color] [color=""lightblue""]Damage[/color] when 8 or more hexes away from nearest friendly unit.",
Root/SkillLoneWolfRank1,"[color=""orange""]+10%[/color] Damage when 8+ hexes away from allies",
Root/TooltipSkillLoneWolfRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillLowProfile,Low Profile,
Root/SkillLowProfileDescription,Halves the chance that enemies target the character.,
Root/SkillLowProfileRank1,"[color=""orange""]-50%[/color] chance to be targeted",
Root/TooltipSkillLowProfileRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillNightOwl,Night Owl,
Root/SkillNightOwlDescription,"Grants [color=""lime""]+25[/color] percent-points [color=""lightblue""]Mental Resistance[/color] at night.",
Root/SkillNightOwlRank1,"[color=""orange""]+25[/color] Mental Resistance at night",
Root/TooltipSkillNightOwlRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillNightVision,Night Vision,
Root/SkillNightVisionDescription,Removes the penalty to accuracy during night.,
Root/SkillNightVisionRank1,No darkness penalty to ranged accuracy,
Root/TooltipSkillNightVisionRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillNimble,Nimble,
Root/SkillNimbleDescription,"Reduces the [color=""lightblue""]Movement Penalty[/color] of armour by [color=""lime""]-1[/color] to a minimum of 0.",
Root/SkillNimbleRank1,"[color=""orange""]-1[/color] Armour Movement Penalty",
Root/TooltipSkillNimbleRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillOpportunist,Opportunist,
Root/SkillOpportunistDescription,"[color=""lightblue""]Attacks of Opportunity[/color] will also apply the [color=""yellow""]Stunned[/color] status effect to the target.",
Root/SkillOpportunistRank1,Attack of Opportunity stuns the target,
Root/TooltipSkillOpportunistRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillPointBlank,Point Blank,
Root/SkillPointBlankDescription,"Ranged attacks have [color=""lime""]100%[/color] [color=""lightblue""]Critical Chance[/color] when the target is in melee range.",
Root/SkillPointBlankRank1,"[color=""orange""]100%[/color] Ranged Critical Chance at point blank",
Root/TooltipSkillPointBlankRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillPowerfulKick,Powerful Kick,
Root/SkillPowerfulKickDescription,"Rebuke will also apply the [color=""yellow""]Knocked Down[/color] status effect to the target.",
Root/SkillPowerfulKickRank1,Rebuke knocks down the target,
Root/TooltipSkillPowerfulKickRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillQuickFeet,Quick Feet,
Root/SkillQuickFeetDescription,"Move around an enemy without incurring [color=""lightblue""]Attack of Opportunity[/color] as long as you don't disengage.",
Root/SkillQuickFeetRank1,No Attack of Opportunity when moving around enemy,
Root/TooltipSkillQuickFeetRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillRelentless,Relentless,
Root/SkillRelentlessDescription,"Grants a [color=""lime""]5%[/color] chance to get one extra action when using normal attacks.",
Root/SkillRelentlessRank1,"[color=""orange""]5%[/color] chance to get extra attack",
Root/TooltipSkillRelentlessRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillSexist,Sexist,
Root/SkillSexistDescription,"Attacks against the opposite sex do [color=""lime""]+10%[/color] [color=""lightblue""]Damage[/color].",
Root/SkillSexistRank1,"[color=""orange""]+10%[/color] Damage vs. opposite sex",
Root/TooltipSkillSexistRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillSharpshooter,Sharpshooter,
Root/SkillSharpshooterDescription,"Halves the [color=""lightblue""]Damage[/color] penalty for Aimed Shot.",
Root/SkillSharpshooterRank1,Halves the Damage penalty for Aimed Shot,
Root/TooltipSkillSharpshooterRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillSneakAttack,Sneak Attack,
Root/SkillSneakAttackDescription,"Increases the [color=""lightblue""]Flanking Damage Multiplier[/color] by [color=""lime""]+10[/color] percent-points.",
Root/SkillSneakAttackRank1,"[color=""orange""]+10[/color] Flanking Damage Multiplier",
Root/TooltipSkillSneakAttackRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillSteadyHands,Steady Hands,
Root/SkillSteadyHandsDescription,"Interrupt attacks have [color=""lime""]100%[/color] [color=""lightblue""]Hit Chance[/color].",
Root/SkillSteadyHandsRank1,"[color=""orange""]100%[/color] Hit Chance during Interrupt",
Root/TooltipSkillSteadyHandsRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillStoneFists,Stone Fists,
Root/SkillStoneFistsDescription,"Unarmed attacks get [color=""lime""]+10[/color] points of [color=""lightblue""]Armour Piercing[/color] and can now kill.",
Root/SkillStoneFistsRank1,"[color=""orange""]+10[/color] Armour Piercing for Unarmed",
Root/TooltipSkillStoneFistsRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillStrider,Strider,
Root/SkillStriderDescription,"Grants [color=""lime""]+1[/color] [color=""lightblue""]Movement[/color] in combat.",
Root/SkillStriderRank1,"[color=""orange""]+1[/color] Movement",
Root/TooltipSkillStriderRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillThickSkin,Thick Skin,
Root/SkillThickSkinDescription,"Increases [color=""lightblue""]Physical Resistance[/color] by [color=""lime""]+10[/color] percent-points.",
Root/SkillThickSkinRank1,"[color=""orange""]+10[/color] Physical Resistance",
Root/TooltipSkillThickSkinRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillWalkYourShots,Walk Your Shots,
Root/SkillWalkYourShotsDescription,"Reduces the [color=""lightblue""]Hit Chance[/color] distance penalty for ranged attacks from 6 percent-points per hex to 5 percent-points per hex.",
Root/SkillWalkYourShotsRank1,"[color=""orange""]-1[/color] Hit Chance penalty per hex of distance to target",
Root/TooltipSkillWalkYourShotsRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillDevoted,Devoted,
Root/SkillDevotedDescription,"Mental resistance is [color=""lime""]100%[/color] while character is within 3 hexes of the thegn.",
Root/TooltipSkillDevotedRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/SkillWolf,Wolf,
Root/AbilityWolfPounce,Pounce,
Root/AbilityWolfPounceDescription,Applies the status effect [StatusEffect].,
Root/SkillWolfProwler,Wolf Prowler,
Root/AbilityWolfHowl,Howl,
Root/AbilityWolfHowlDescription,"All allies except the user regain up to 50 [color=""lightblue""]Hit Points[/color].",
Root/AbilityWolfNuzzle,Nuzzle,
Root/AbilityWolfNuzzleDescription,"Brings an [color=""yellow""]Incapacitated[/color] ally back in action with full health. Provokes Attack of Opportunity.",
Root/SkillWolfMother,Wolf Mother,
Root/SkillWolfPackLeader,Pack Leader,
Root/SkillHound,Hound,
Root/SkillHoundWar,War Hound,
Root/SkillBarghest,Barghest,
Root/SkillLegendaryToughness,Legendary Toughness,
Root/SkillLegendaryToughnessDescription,"Grants [color=""lime""]+20[/color] percent-points [color=""lightblue""]Damage Reduction[/color].",
Root/SkillLegendaryToughnessRank1,"[color=""orange""]+20[/color] Damage Reduction",
Root/TooltipSkillLegendaryToughnessRank1,"[size=""16""][NameSkill][/size]\n[requirement][DescriptionSkill]",
Root/AbilitySnare,Snare,
Root/AbilitySnareDescription,Activates [StatusEffect] for 1 turn. The effect is lost if the character moves.,
Root/TooltipCombatSnaringSnare,[NameAbility][action]\n[DescriptionAbility],
Root/SkillSnaring,Snaring,
Root/SkillSnaringDescription,[DescriptionAbility],
Root/SkillSnaringRank1,[DescriptionAbility],
Root/TooltipSkillSnaringRank1,"[size=""16""][NameSkill] Rank 1[/size]\n[requirement]\n\n[color=""orange""][NameAbility][/color][action]\n[DescriptionAbility]",
Root/StatusEffectDuration,[x] turns,
Root/StatusEffectDurationSingular,[x] turn,
Root/StatusEffectDurationCombat,Until end of combat,
Root/StatusEffectDurationCamp,Until next camp,
Root/StatusEffectDurationTreatment,Until treated,
Root/StatusEffectDurationHours,[x] hours,
Root/StatusEffectDurationHoursSingular,[x] hour,
Root/StatusEffectDurationDays,[x] days,
Root/StatusEffectDurationDaysSingular,[x] day,
Root/StatusEffectDurationPermanent,Permanent,
Root/StatusEffectResistanceGrammar,"[color=""lightblue""][Resistance][/color];",
Root/StatusEffectGrammar,"[color=""yellow""][NameStatusEffect][/color] ([Resistance][color=""silver""][DescriptionStatusEffect][/color])",
Root/TooltipStatusEffect,"[size=""16""][NameStatusEffect][/size]\n[size=""12""]([color=""olive""][duration][/color])[/size]\n[color=""silver""][DescriptionStatusEffect][/color].",
