key,原文,译文
Root/HerbTypeMayweed,Mayweed,
Root/HideTypeBearHide,Bear Hide,
Root/HideTypeWolfHide,Wolf Hide,
Root/ValuablesTypeTiny,a small trinket,
Root/ValuablesTypeSmall,a few trinkets,
Root/ValuablesTypeMedium,a few trinkets and some coins,
Root/ValuablesTypeLarge,a fair few coins and some trinkets,
Root/ValuablesTypeHuge,a lot of coins and trinkets,
Root/HomesteadName,Homestead,
Root/HomesteadStatPower,Power,
Root/HomesteadStatProsperity,Prosperity,
Root/TooltipHomesteadStatPower,"[size=""16""]Power[/size]\nA measure of your military strength outside the borders of your territory.",
Root/TooltipHomesteadStatProsperity,"[size=""16""]Prosperity[/size]\nA measure of your prestige at home and your standing among the other chieftains.",
Root/TimeDaysSingular,Day,
Root/TimeDays,Days,
Root/TimeWeeksSingular,Week,
Root/TimeWeeks,Weeks,
Root/TimeHoursSingular,Hour,
Root/TimeHours,Hours,
Root/TimeGrammar1,[x] [y],
Root/TimeGrammar2,"[x] [y], [x1] [y1]",
Root/TimeGrammar3,"[x] [y], [x1] [y1], [x2] [y2]",
Root/TimeDay1,Mani's Day,
Root/TimeDay2,Tyr's Day,
Root/TimeDay3,Odinn's Day,
Root/TimeDay4,Thorr's Day,
Root/TimeDay5,Freyja's Day,
Root/TimeDay6,Bathing Day,
Root/TimeDay7,Sun's Day,
Root/TimeMonth1,January,
Root/TimeMonth2,February,
Root/TimeMonth3,March,
Root/TimeMonth4,April,
Root/TimeMonth5,May,
Root/TimeMonth6,June,
Root/TimeMonth7,July,
Root/TimeMonth8,August,
Root/TimeMonth9,September,
Root/TimeMonth10,October,
Root/TimeMonth11,November,
Root/TimeMonth12,December,
Root/TimeDayEnd1,st,
Root/TimeDayEnd2,nd,
Root/TimeDayEnd3,rd,
Root/TimeDayEnd4,th,
Root/TimeNewDay,"[day] the [daynumber][dayend] of [month], year [year]",
Root/CampingMenuType,Type,
Root/CampingMenuAutoAssign,Auto Assign,
Root/CampingMenuClearAll,Clear All,
Root/CampingMenuManualFood,Manual Food Allocation,
Root/CampingMenuAutoMeat,Auto Allocate New Meat,
Root/CampingMenuWhoEats,Who Eats First?,
Root/CampingMenuGuarding,Guarding,
Root/CampingMenuHunting,Hunting,
Root/CampingMenuScouting,Scouting,
Root/CampingMenuPreserving,Preserving,
Root/CampingMenuWitchcraft,Witchcraft,
Root/CampingMenuCleaning,Cleaning,
Root/CampingMenuMakeCamp,Make Camp,
Root/CampingMenuCancelCamp,Leave Camp,
Root/CampingMenuAssignToAll,Assign To All,
Root/CampingMenuOpenMenu,[X] menu,
Root/CampingMenuStrongest,Healthiest,
Root/CampingMenuWeakest,Weakest,
Root/CampingMenuBest,Best fighters,
Root/CampingMenuWorst,Worst fighters,
Root/CampingMenuLoyal,Most loyal,
Root/CampingMenuDisgruntled,Least loyal,
Root/CampingMenuTaskRank,"[color=""grey""]Rank [x][/color]",
Root/CampingMenuTaskNoRank,"[color=""#555555""]No rank[/color]",
Root/CampingMenuTaskRankRequired,"[color=""#553333""]Rank 1 required[/color]",
Root/CampingResultsOverview,Camping Results,
Root/CampingMenuFoodShiftDown,The probability range of how much the food at this campsite will decrease when you hunt here.,
Root/CampingMenuFoodShiftUp,How much the food at this campsite will increase over time until you camp here.,
Root/CampingPermanentEffectRemoved,[c] lost the [x] status effect.,
Root/CampingResultsInjury,[name] ([injury])\n[oldseverity] → [newseverity],
Root/CampingResultsResource,[x] [resource],
Root/CampResultsTooltipEating,"Your hird has consumed [color=""red""][x] [resource][/color].",
Root/CampResultsTooltipCooking,"In the [color=""yellow""][shift] shift[/color], the cooking of [name] produced [color=""lime""][x] [resource][/color] from left-over Meat.",
Root/CampResultsTooltipHunting,"In the [color=""yellow""][shift] shift[/color], [name] went hunting and brought home [color=""lime""][x] Meat[/color].",
Root/CampResultsTooltipPreserving,"In the [color=""yellow""][shift] shift[/color], [name] preserved [color=""lime""][x] [resource][/color] from your Meat.",
Root/CampResultsTooltipWitchcraft,"In the [color=""yellow""][shift] shift[/color], [name] made [color=""lime""][x] Medicine[/color] from your Herbs.",
Root/CampResultsTooltipHealing,"In the [color=""yellow""][shift] shift[/color], [name] used [color=""red""][x] Medicine[/color] to treat an injury.",
Root/CampResultsTooltipGuarding,"In the [color=""yellow""][shift] shift[/color], your camp was poorly guarded and [color=""red""][x] [resource][/color] went missing.",
Root/CampResultsTooltipRepairing,"In the [color=""yellow""][shift] shift[/color], [name] has used [color=""red""][x] [resource][/color] to repair equipment.",
Root/CampResultsTooltipCrafting,"In the [color=""yellow""][shift] shift[/color], [name] has used [color=""red""][x] [resource][/color] to craft equipment.",
Root/CampResultsTooltipTinkering,"In the [color=""yellow""][shift] shift[/color], [name] has used [color=""red""][x] [resource][/color] to make combat items.",
Root/CampResultsTooltipSpoiled,"Your hird did not consume nor preserve [color=""red""][x] Meat[/color] into Rations, so it has spoiled.",
Root/CampResultsMiscellaneous,[hungry] [statuseffects] [scouting],
Root/CampResultsHungry,[notfed] of your hirdmen have not eaten.,
Root/CampResultsHungryNone,All of your hirdmen have eaten.,
Root/CampResultsStatusEffect,[affected] of your hirdmen have become [statuseffect].,
Root/CampResultsScouting,Your scouts have found something of interest nearby.,
Root/StatusEffectHungryPlayerMessage,[x] has gone hungry.,
Root/StatusEffectStarvingPlayerMessage,[x] is now starving.,
Root/IsFedHungryPlayerMessage,[x] has eaten and is not hungry anymore.,
Root/IsFedStarvingPlayerMessage,[x] has eaten and is not starving anymore.,
Root/CampResultsShift,"[size=""24""][color=""yellow""]Shift[/color] [x][/size]",
Root/CampResultsHuntingSuccessSingle,"[X] returns from hunting successful, bringing back [Z] piece of [A]!",
Root/CampResultsHuntingSuccessMultiple,"[X] returns from hunting successful, bringing back [Z] pieces of [A]!",
Root/CampResultsHuntingFailure,"[X] returns from hunting unsuccessful, no [A] added to your stores.",
Root/CampResultsGuardSuccess,"[X] stands down from guarding, having kept the camp safe.",
Root/CampResultsGuardSuccessPlural,"[X] stand down from guarding, having kept the camp safe.",
Root/CampResultsGuardFailure,[X] fails to keep the camp safe and you find [Z] [Y] to be missing.,
Root/CampResultsGuardFailurePlural,[X] fail to keep the camp safe and you find [Z] [Y] to be missing.,
Root/CampResultsGuardFailureNoGuards,"No one was guarding the camp, and [Z] [Y] went missing.",
Root/CampResultsGuardFailureTooPoor,"You failed to guard the camp, but the intruders found nothing to steal.",
Root/CampResultsScoutSuccess,[X] was successful and found something of interest.,
Root/CampResultsScoutSuccessPlural,[X] were successful and found something of interest.,
Root/CampResultsScoutFailure,[X] found nothing of interest.,
Root/CampResultsScoutFailurePlural,[X] found nothing of interest.,
Root/CampResultsWitchcraftSingle,"[X] grinds down [Z] [A], converting it into [Y] [B].",
Root/CampResultsWitchcraftMultiple,"[X] grinds down [Z] [A], converting it into [Y] [B].",
Root/CampResultsCraftSuccess,[X] crafted a new [Y].,
Root/CampResultsRepairSuccess,[X] repaired [Y] [item].,
Root/CampResultsTinkerSuccess,[X] tinkers a new [Y].,
Root/CampResultsHealSuccess,"[X] manages to improve [Y]'s condition, by spending [Z] medicine.",
Root/CampResultsCookSuccess,[X] takes everyone's food and makes a meal out of it.,
Root/CampResultsCookSuccessBonus,[X] cooks an excellent meal that fills every stomach. Everyone becomes [W].,
Root/CampResultsCookSuccessRation,"[X] cooks a meal so filling, you're able to use the leftovers for rations. You gain [Y] [Z].",
Root/CampResultsCookSuccessBonusRation,"[X] cooks the perfect meal. Everyone becomes [W], and you're able to use the leftovers to make [Y] [Z].",
Root/CampResultsCookFailure,"[X] cooks a meal so terrible, everyone gets [W].",
Root/CampResultsFoodDefault,Your expedition consumes [Y] [Z].,
Root/CampResultsCleanSuccess,[X] spends the shift cleaning up after everyone.,
Root/CampResultsCleanFailure,"Having spent three hours cleaning up after everyone, [X] is in a bad mood and loses 1 morale.",
Root/CampResultsPreserveSuccessMultiple,"[X] salts and wraps [Z] pieces of [A], converting them into [Y] [B].",
Root/CampResultsPreserveSuccessSingle,"[X] salts and wraps [Z] piece of [A], converting it into [Y] [B].",
Root/CampResultsRestingSuccess,[X] manages to get 8 hours of uninterrupted sleep and gets up fully rested.,
Root/CampResultsRestingFailure,"[X] only manages to get 4 hours of consecutive sleep, and awakes tired.",
Root/CampResultsRestingNoSleep,[X] doesn't get enough sleep during the night and is now fatigued.,
Root/CampResultsShift1,1st,
Root/CampResultsShift2,2nd,
Root/CampResultsShift3,3rd,
Root/CampResultsShift4,4th,
Root/CampCharacterSortAlphabet,Name,
Root/CampCharacterSortMorale,Morale,
Root/CampCharacterSortInjury,Health,
Root/CampCharacterSortGuardingSkill,Guarding Skill,
Root/CampCharacterSortFoodAssigned,Assigned Food,
Root/CampCharacterSortAscending,(Ascending),
Root/CampCharacterSortDescending,(Descending),
Root/CampSecurity,"Security\nHow secure a campsite is, making it harder to attack and steal from. Assign someone to clean in the last shift to keep the site's security from deteriorating.",
Root/CampSecurityVeryLow,Very Low,
Root/CampSecurityLow,Low,
Root/CampSecurityMedium,Medium,
Root/CampSecurityHigh,High,
Root/CampSecurityVeryHigh,Very High,
Root/CampShelter,"Shelter\nA measure of the campsite's exposure to the elements, and the availability of the necessary resources for making camp. A higher score means a better chance of becoming well rested.",
Root/CampShelterVeryBad,Very Bad,
Root/CampShelterBad,Bad,
Root/CampShelterNormal,Normal,
Root/CampShelterGood,Good,
Root/CampShelterVeryGood,Very Good,
Root/CampFood,Food\nHow much game is in the area. More game means more Meat for your hunters to bring back to camp.,
Root/CampFoodVeryHigh,Very High,
Root/CampFoodHigh,High,
Root/CampFoodMedium,Medium,
Root/CampFoodLow,Low,
Root/CampFoodVeryLow,Very Low,
Root/CampName,Campsite,
Root/CampTerrainType,Terrain Type\nDetermines guarding and hunting difficulty and shelter quality. Terrain Types also modify the amount of Meat hunters will bring back.,
Root/CampTaskRest,Rest,
Root/CampTaskGuard,Guard,
Root/CampTaskHunting,Hunting,
Root/CampTaskScout,Scout,
Root/CampTaskCook,Cook,
Root/CampTaskPreserve,Preserve,
Root/CampTaskCraft,Craft,
Root/CampTaskRepair,Repair,
Root/CampTaskTinker,Tinker,
Root/CampTaskHeal,Heal,
Root/CampTaskWitchcraft,Witchcraft,
Root/CampTaskClean,Clean,
Root/GuardPercentage,Guard %,
Root/CampTaskSelectionErrorNotImplemented,The selected camp task in not currently implemented.,
Root/CampTaskSelectionErrorNotEnoughShifts,There are not enough shifts left.,
Root/CampTaskSelectionErrorNotAllowedInShift,This task is not allowed in this shift.,
Root/CampTaskSelectionErrorMaximumAssigned,This task has already been assigned.,
Root/CampTaskSelectionErrorCantBeInjured,This task cannot be performed by an injured character.,
Root/CampTaskSelectionErrorIsBeingHealed,This character is being healed in this shift and needs to rest.,
Root/CampTaskSelectionErrorNotEnoughHerbs,You don't have enough Herbs to process into Medicine.,
Root/CampTaskSelectionErrorDoesntHaveRequiredSkill,This character doesn't have the required skill.,
Root/CampTaskSelectionErrorNoOneEating,This task requires at least one person to be eating in this camp.,
Root/CampTaskSelectionErrorNoBrokenItems,You party has no broken items.,
Root/CampTaskSelectionErrorNotEnoughMeat,You do not have enough Meat to process into Rations.,
Root/CampTaskSelectionErrorNoHurtCharacters,This task requires an injured hirdsman.,
Root/CampTaskSelectionErrorThegnCantClean,A Thegn shouldn't clean the camp.,
Root/TitleCampTask,[taskID],
Root/TitleCampTaskDisabled,"[color=""#[c]""][taskID][/color]",
Root/TooltipCampTaskOverview,[shift] [taskID] ([amount] [shift]),
Root/TooltipCampTaskError,"\n\n[color=""#[c]""][error][/color]",
Root/CampStatsTerrainType,[x],
Root/CampStatsFood,[x],
Root/CampStatsShelter,[x],
Root/CampStatsSecurity,[x] [y],
Root/TodoHeadline,REMINDERS,
Root/TodoUnassignedFood,"[color=""orange""][name][/color] doesn't have food assigned",
Root/TodoUnassignedFoodPlural,"[color=""yellow""][x] Hirdmen[/color] don't have food assigned",
Root/TodoUnassignedMeatSpoiled,"[color=""orange""][x][/color] meat will spoil this camp",
Root/TodoUnassignedShifts,"[color=""orange""][name][/color] still has available shifts",
Root/TodoUnassignedShiftsPlural,"[color=""yellow""][x] Hirdmen[/color] still have available shifts",
Root/TodoUnnecessaryAssignment,"[color=""orange""][name][/color] is assigned task(s) that yield no result",
Root/TodoUnnecessaryAssignmentPlural,"[color=""yellow""][x] Hirdmen[/color] are assigned task(s) that yield no result",
Root/TodoUnassignedCleaning,No one is assigned to clean,
Root/TodoUnassignedInjury,"[color=""orange""][name][/color] has an untreated injury",
Root/TodoNotResting,"[color=""orange""][name][/color] will not become rested",
Root/TodoNotRestingPlural,"[color=""yellow""][x] Hirdmen[/color] will not become rested",
Root/TodoEmptyList,"[color=""grey""]There's nothing that requires attention[/color]",
Root/TodoItemDurability,[x]/[y],
Root/TodoItemDurabilityHighWear,"[color=""red""][x]/[y][/color]",
Root/LoadingHint1,Your father's last journey was bound for the British Isles. Less than half of his crew returned.,
Root/LoadingHint2,Be careful to avoid attacks of opportunity during combat. Moving out of a hex adjacent to an enemy will give that enemy a free attack.,
Root/LoadingHint3,"In combat, you can activate/deactivate your abilities by pressing the numerical keys on your keyboard.",
Root/LoadingHint4,"During conversations, be mindful of your choices, as many options will change your reputation.",
Root/LoadingHint5,"The morale of your hirdmen affects their physical and mental resistances, so try to keep everybody happy.",
Root/LoadingHint6,"When your hirdmen become incapacitated during combat, the longer they stay down, the higher the risk of an injury.",
Root/LoadingHint7,"Sustaining injuries does not put hirdmen out of action, but they will incur penalties in and out of combat.",
Root/LoadingHint8,"If you lose track of your characters during gameplay, press F to center the camera on them.",
Root/LoadingHint9,A hirdman is anyone who travels with you and fights beside you. Your huscarls are those especially close and trusted warriors that serve you.,
Root/LoadingHint10,Equipment can be damaged during combat and will need to be repaired when you make camp.,
Root/LoadingHint11,"Flanking bonus damage bypasses the target's Damage Reduction completely, making flanking attacks particularly powerful against well armoured enemies.",
Root/LoadingHint12,Each character can carry two sets of items and can freely switch between them until they attack. This is particularly important for archers.,
Root/LoadingHint13,"Travel takes time, and time is a resource that will run out eventually. Plan your travels carefully.",
Root/LoadingHint14,Campsites persist between each visit. Take good care of your camp - you may need to use it again later.,
Root/LoadingHint15,Traders' stocks are replenished every week when a new shipment comes in.,
Root/LoadingHint16,Keep an eye out for cairns. Finding them gives you 1 SP each.,
Root/LoadingHint17,The threat of Christian expansion encroaches upon Denmark from the Frankish Realm to the south.,
Root/LoadingHint18,You can change the difficulty at any time if you need a bit less challenge - or a little more.,
Root/LoadingHint19,The pagan clans of Scandinavia have had little contact with the Christian kingdoms of the British Isles... until now.,
Root/LoadingHint20,"The ""leidangr"" (levy) army can be conscripted every 4 years. Each ""skipreida"" (ship district) must send one ship with crew for the levy.",
Root/LoadingHint21,Know the strengths and weaknesses of your hirdmen. Someone with low Perception will make a poor archer. A healer with low Sense is useless.,
Root/LoadingHint22,"A male religious leader in the North Germanic pagan faith was called a ""godi"". The equivalent female title is ""gydja"".",
Root/LoadingHint23,"If you leave your left-hand item slot empty, you will gain a 3 percent-point bonus to your Critical Chance.",
Root/LoadingHint24,"Viking longships were characterised by their shallow draft, which made them very fast and permitted river navigation and beach landings.",
Root/LoadingHint25,"Christianity was brought to Britain by the Romans, but was destroyed in the Saxon invasions. The Gregorian Mission reintroduced Christianity around 600 AD.",
Root/LoadingHint26,Enemies block line-of-sight for ranged attacks. Your own characters do not block each others' attacks.,
Root/LoadingHint27,"100 Valuables is equivalent to 10 ørtug of silver, or 5 anglo-saxon Pence.",
Root/LoadingHint28,"Two-handed weapons offer reach, which lets you engage enemies without being trapped by their attack of opportunity.",
Root/LoadingHint29,"In Old Norse, ""viking"" was the word for an expedition as well as someone who undertook one. So in a sense, this game is called Expeditions: Expedition.",
Root/LoadingHint30,"A jarl is just beneath the king in power, and may be appointed to rule in his place. A thegn is a local chieftain, who often holds responsibility for a ship.",
Root/LoadingHint31,"A shieldmaiden is a woman who has chosen to fight as a warrior. Despite the name, they don't necessarily carry shields.",
Root/LoadingHint32,Standard ranged attacks apply Harried which reduces the target's damage reduction for one round. Abilities do not harry enemies.,
Root/LoadingHint33,"Any characters who still have their attack action (red ring) when the turn ends will be Steadied, protecting them from being Harried by archers.",
Root/LoadingHint34,"During combat, you can select your followers by pressing F1 - F12",
Root/LoadingHint35,The thegns of Jutland meet King Sigurdr Hring at the Althing on the autumn equinox - September 19. You must achieve your goals before then.,
Root/TooltipAreaMap,Area Map,
Root/TooltipInventory,Inventory,
Root/TooltipOptions,Options Menu,
Root/TooltipHomestead,Homestead,
Root/TooltipQuests,Quest Log,
Root/TooltipCodex,Codex,
Root/TooltipSkills,Character and Skills Menu,
Root/TooltipCampTaskRest,Resting staves off fatigue.,
Root/TooltipCampTaskGuard,Guarding helps protect the camp from attacks or theft.,
Root/TooltipCampTaskHunting,Hunting adds meat to your expedition.,
Root/TooltipCampTaskScout,Scouting has a chance to discover resources on the campaign map near the campsite.,
Root/TooltipCampTaskCook,Cooking has a chance to apply a bonus to your warriors.,
Root/TooltipCampTaskPreserve,Preserving determines the amount of Meat converted into Rations.,
Root/TooltipCampTaskCraft,Crafting lets a follower create weapons and armour to use in combat.,
Root/TooltipCampTaskRepair,Repairs items that have been damaged.,
Root/TooltipCampTaskHeal,Healing is used to treat injured followers.,
Root/TooltipCampTaskWitchcraft,Witchcraft determines the amount of Herbs converted into Medicine.,
Root/TooltipCampTaskTinker,Tinkering lets followers create combat items.,
Root/TooltipCampTaskClean,"Cleaning keeps the camp secret and secure, preventing its Security from deteriorating with use.",
Root/TooltipCampStatGuarding,The probability that the camp will not be subjected to attacks or theft.,
Root/TooltipCampStatHunting,The chance that your hunters will bring back roughly 2 Meat per rank of hunting.,
Root/TooltipCampStatPatrolling,The chance of discovering resources on the campaign map near this campsite.,
Root/TooltipCampStatPreserving,"The amount of Meat set to be converted into Rations, out of the total amount of Meat available.",
Root/TooltipCampStatWitchcraft,"The amount of Herbs set to be converted into Medicine, out of the total amount of Herbs available.",
Root/TooltipCampFilterNext,Select the next filter for displaying your followers.,
Root/TooltipCampFilterPrevious,Select the previous filter for displaying your followers.,
Root/TooltipCampClearAll,"Clears all the tasks for your followers, defaulting to resting.",
Root/TooltipCampAutoAssign,"Assigns tasks for all your followers based on your needs and their skills. Will not assign crafting, tinkering, repairing, or healing",
Root/TooltipCampFoodNone,Assign no food to all followers.,
Root/TooltipCampFoodMeat,"Assign all Meat to your followers, then switch to Rations.",
Root/TooltipCampFoodRation,Assign a Ration to all followers until supplies run out.,
Root/TooltipCampFoodAutoAssign,"Automatically assigns Meat procured during the last camp to your followers, lowering the use of Rations.",
Root/TooltipCampFoodWhoEatsFirst,"Determines who eats first, meaning new Meat will be assigned to these people first, then Rations, then descending in order until supplies run out.",
Root/TooltipCampFoodAssignToAll,Assigns the selected food to all followers.,
Root/TooltipCampingMenuStrongest,"Healthiest followers eat first, making sure those in fighting trim are well fed.",
Root/TooltipCampingMenuWeakest,Weakest followers eat first. Showing mercy to those in need.,
Root/TooltipCampingMenuBest,"The best fighters eat first, based on the amount of skillpoints spent on combat skills.",
Root/TooltipCampingMenuWorst,"The worst fighters eat first, based on the amount of skillpoints spent on combat skills.",
Root/TooltipCampingMenuLoyal,"The most loyal eat first, meaning those you can trust with your life can trust you with theirs.",
Root/TooltipCampingMenuDisgruntled,"The least loyal eat first, because you want to win over those might betray you.",
Root/TooltipCampingLeaveCamp,Do you want to leave your camp?,
Root/TooltipCampingLeaveCampTitle,Leaving camp,
Root/TooltipCampFollowerFood,Shows the food assigned to this follower.,
Root/ItemIdentifierDamage,Damage,
Root/ItemIdentifierAP,Armour Piercing Damage,
Root/ItemIdentifierCrit,Critical Damage Multiplier,
Root/ItemIdentifierRange,Weapon Hex Range,
Root/ItemIdentifierDR,Damage Reduction,
Root/ItemIdentifierDRMelee,Melee Damage Reduction,
Root/ItemIdentifierDRRanged,Ranged Damage Reduction,
Root/ItemIdentifierAbsorbtion,Absorption,
Root/ItemIdentifierBlock,Block Chance,
Root/ItemIdentifierDiscipline,Discipline,
Root/ItemIdentifierPhysicalResistance,Physical Resistance,
Root/ItemIdentifierMentalResistance,Mental Resistance,
Root/ItemIdentifierAccuracy,Accuracy,
Root/ItemIdentifierMovement,Movement,
Root/ItemIdentifierResistanceFire,Fire Resistance,
Root/ItemIdentifierResistancePoison,Poison Resistance,
Root/ItemIdentifierResistanceWeather,Weather Resistance,
Root/ItemItems,Items,
Root/InventorySlotHead,Head,
Root/InventorySlotNeck,Neck,
Root/InventorySlotTorso,Torso,
Root/InventorySlotRightHand,Right Primary,
Root/InventorySlotRightHandAlt,Right Secondary,
Root/InventorySlotLeftHand,Left Primary,
Root/InventorySlotLeftHandAlt,Left Secondary,
Root/InventorySlotItem1,Item 1,
Root/InventorySlotItem2,Item 2,
Root/InventorySlotItem3,Item 3,
Root/InventoryTooltipHeadSlot,"Helmets increase your Damage Reduction and Physical Resistance, but incur a Max Accuracy penalty based on their tier.",
Root/InventoryTooltipNeckSlot,Talismans and other superstitious adornments grant bonuses that vary wildly.,
Root/InventoryTooltipTorsoSlot,Armour is the main factor in determining the character's damage reduction.,
Root/InventoryTooltipHandSlot,"The right and left hand slots can hold a 1-handed weapon and a shield, a 1-handed weapon and an axe or knife, or a single two-handed weapon. If your left hand is empty, you get a small bonus to your Critical Chance.",
Root/InventoryTooltipAltHandSlot,"Until you make an attack, you can freely switch between your primary and secondary weapon sets during combat. Once you attack, you can no longer switch weapons for the rest of your turn.",
Root/InventoryTooltipItemSlots,"Any type of craftable combat item, such as traps, consumables, or throwable items.",
Root/InventoryTooltipFilter,Filter by type.,
Root/InventoryTooltipFilterAll,Show all items.,
Root/InventoryTooltipFilterWeapons,Show only weapons.,
Root/InventoryTooltipFilterArmours,Show only armours.,
Root/InventoryTooltipFilterQuests,Show only quest items.,
Root/InventoryTooltipFilterTalismans,Show only talismans.,
Root/InventoryTooltipFilterCraftables,Show only craftable combat items.,
Root/InventoryTooltipFilterSecondary,Sort the selected tab by a secondary filter.,
Root/InventoryTooltipSortBy,Sort by,
Root/InventoryCharacterNext,Next Character,
Root/InventoryCharacterPrevious,Previous Character,
Root/InventoryTooltipSwitchWeapons,Switch between the two weapon sets. Comparing items will only be against the active weapon set (Top).,
Root/InventoryDiscard,Deconstruct,
Root/InventoryFirstTimeDiscard,Deconstructing an item will permanently destroy the item in exchange for resources. Are you sure you want to deconstruct this item?,
Root/InventoryTooltipDiscard,"Deconstructs the item, giving you back resources depending on the resources spent creating it, and your Repairing skill.",
Root/InventoryTooltipItemDescription,\n[x],
Root/InventoryTooltipItemSpDescription,[x],
Root/InventoryTooltipItemSbDescription,[x],
Root/InventoryTooltipItemCompareDamageComp,"\nDmg: [color=""orange""][x][/color][compfx] - [color=""orange""][y][/color][compfy]",
Root/InventoryTooltipItemCompareAP,"\nAP: [color=""orange""][x][/color][compf]",
Root/InventoryTooltipItemCompareCrit,"\nCrit: [color=""orange""][x]x[/color][compx]",
Root/InventoryTooltipItemCompareRange,"\nRange: [color=""orange""][x][/color][compf]",
Root/InventoryTooltipItemCompareDRMelee,"\nDR Melee: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareDRRanged,"\nDR Ranged: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareMovement,"\nMovement Adjustment: [color=""orange""][x][/color][compf]",
Root/InventoryTooltipItemComparePhysicalResistance,"\nPhysical Resistance: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareMentalResistance,"\nMental Resistance: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareAccuracy,"\nAccuracy Penalty: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareBlockChance,"\nBlock Chance: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareAbsorption,"\nAbsorption: [color=""orange""][x][/color][compf]",
Root/InventoryTooltipItemCompareFireRes,"\nFire Resistance: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemComparePoisonRes,"\nPoison Resistance: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemCompareWeatherRes,"\nWeather Resistance: [color=""orange""][x]%[/color][compp]",
Root/InventoryTooltipItemDurability,"\n[color=""grey""][x]/[y] Durability[/color]",
Root/InventoryTooltipItemDurabilityHighWear,"\n[color=""red""][x]/[y] Durability[/color]",
Root/InventoryTooltipItemSpecialProperty,\n\n[x],
Root/InventoryTooltipItemSchematic,\n\n[x],
Root/InventoryTooltipItemCompareX,"[color=""grey""]([z]x)[/color]",
Root/InventoryTooltipItemCompareFlat,"[color=""grey""]([z])[/color]",
Root/InventoryTooltipItemComparePercentage,"[color=""grey""]([z]%)[/color]",
Root/InventoryTooltipItemDifferencePositive,"[color=""lime""]+[x][/color]",
Root/InventoryTooltipItemDifferenceNegative,"[color=""red""][x][/color]",
Root/InventoryTooltipItemDifferenceNeutral,"[color=""grey""]0[/color]",
Root/InventoryTooltipCompareItems,"[size=""16""][name][/size]\n[color=""grey""][class][/color]\n[durability][description][specialpropdesc][schematicdesc]\n[damage][ap][crit][drmelee][drranged][absorption][block][physicalresistance][mentalresistance][movement][accuracypenalty][fireres][poisonres][weatherres][specialpropeffect][schematiceffect]",
Root/SecondaryFilterSalvagePercentageDescending,Durability,
Root/SecondaryFilterSalvageValueDescending,Total salvage,
Root/SecondaryFilterNameAscending,Name,
Root/SecondaryFilterChronologicalDescending,Newest,
Root/SecondaryFilterChronologicalAscending,Oldest,
Root/SecondaryFilterSalvagePercentageDescendingTooltip,"Sort by remaining durability, low durability first",
Root/SecondaryFilterSalvageValueDescendingTooltip,Sort by total salvage value,
Root/SecondaryFilterNameAscendingTooltip,"Sort by name, A-Z",
Root/SecondaryFilterChronologicalDescendingTooltip,"Sort by time the item was acquired, newest first",
Root/SecondaryFilterChronologicalAscendingTooltip,"Sort by time the item was acquired, oldest first",
Root/InventoryPanelCharName,[v],
Root/InventoryPanelCharDamage,"[color=""orange""][v1] - [v2][/color]",
Root/InventoryPanelCharPhysicalResistance,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharMentalResistance,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharAccuracy,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharBlock,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharCritChance,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharHwR,"[color=""orange""][v1]/[v2][/color]",
Root/InventoryPanelCharHealth,[v],
Root/InventoryPanelCharMorale,"[color=""white""][v1] ([v2])[/color]",
Root/InventoryPanelCharHitpoints,"[color=""orange""][v][/color]",
Root/InventoryPanelCharMovement,"[color=""orange""][v][/color]",
Root/InventoryPanelCharMovementNegLight,"[color=""yellow""][v][/color]",
Root/InventoryPanelCharMovementNegSerious,"[color=""orange""][v][/color]",
Root/InventoryPanelCharMovementNegSevere,"[color=""red""][v][/color]",
Root/InventoryPanelCharMovementPos,"[color=""lime""]+[v][/color]",
Root/InventoryPanelCharDRRanged,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharDRMelee,"[color=""orange""][v]%[/color]",
Root/InventoryPanelCharStat,[v],
Root/InventoryPanelCharStatNegLight,"[color=""yellow""][v][/color]",
Root/InventoryPanelCharStatNegSerious,"[color=""orange""][v][/color]",
Root/InventoryPanelCharStatNegSevere,"[color=""red""][v][/color]",
Root/InventoryPanelCharStatPos,"[color=""lime""][v][/color]",
Root/InventoryRowWeaponDamage,[v1] - [v2],
Root/InventoryRowWeaponCritModifier,[v]x,
Root/InventoryRowWeaponOneTile,1,
Root/InventoryRowWeaponTwoTiles,2,
Root/InventoryRowWeaponRanged,Ranged,
Root/InventoryRowArmourMovementPos,"[color=""lime""][v][/color]",
